sqft_living,bedrooms,bathrooms,year_built,overall_quality,neighborhood,price,interest_rate,school_score
2097,3,2,1998,7,CollgCr,266200.0,7.7,6.7
2633,2,2,2001,10,NoRidge,464370.0,5.71,9.7
1958,3,2,2005,7,Somerst,251920.0,4.36,7.8
1571,3,2,2007,8,Timber,230630.0,7.79,8.3
790,2,1,1930,6,SWISU,89650.0,5.45,6.6
1604,3,2,1941,5,Edwards,114510.0,5.83,6.0
987,2,1,1973,6,BrDale,83060.0,4.98,5.7
1394,3,2,2006,5,Timber,163720.0,6.26,4.4
864,2,1,1914,3,Edwards,61800.0,3.9,1.9
2117,4,2,1970,6,NAmes,237050.0,5.15,5.2
1762,4,1,1920,7,OldTown,147010.0,8.33,9.9
1416,3,2,1918,5,Sawyer,113740.0,4.42,6.2
1258,2,1,1939,6,Edwards,100170.0,6.61,4.6
1154,3,1,1922,4,IDOTRR,126130.0,4.79,2.7
2784,5,3,1978,7,NWAmes,243250.0,7.25,7.5
2526,5,2,1916,6,OldTown,139840.0,3.72,6.5
1746,3,2,2006,9,Gilbert,367510.0,8.33,9.5
1218,3,1,1941,6,BrkSide,129500.0,5.5,5.7
1525,3,2,2000,7,CollgCr,237100.0,4.3,6.9
1584,4,2,1967,5,NAmes,128800.0,3.4,5.3
900,3,1,1967,5,NAmes,126210.0,3.93,5.1
1912,3,2,1905,6,OldTown,160420.0,5.86,3.8
1500,2,2,2006,7,Blmngtn,247028.0,4.85,6.8
2482,4,2,2005,8,Timber,273533.0,7.56,7.1
1687,3,1,1948,5,Timber,158890.0,5.37,5.2
1513,4,1,1920,5,BrkSide,139390.0,4.37,8.0
1904,3,1,1950,5,NAmes,133830.0,6.39,5.4
1608,3,2,1925,6,SWISU,131780.0,6.89,5.7
1158,3,1,1929,6,BrkSide,123240.0,3.92,6.9
1593,3,2,2004,6,Gilbert,196240.0,3.92,6.5
1294,2,2,2006,7,CollgCr,199279.0,3.2,7.4
1464,3,2,2007,8,Somerst,276772.0,7.05,8.6
1214,3,1,1915,3,OldTown,100050.0,6.65,5.1
1646,2,2,2004,8,Crawfor,273170.0,5.61,6.9
768,2,1,1972,5,CollgCr,125080.0,7.64,5.5
833,3,1,1985,5,Mitchel,104710.0,7.43,4.1
1363,3,1,1910,4,OldTown,121840.0,6.22,4.6
2093,3,2,1986,7,NWAmes,206660.0,7.78,6.1
1840,3,2,2001,7,CollgCr,232610.0,4.13,6.6
1668,3,1,1950,6,NAmes,144140.0,3.62,5.7
1040,2,2,1949,4,NAmes,91560.0,4.48,5.0
1844,2,2,2005,8,SawyerW,262070.0,3.31,8.9
1848,4,1,1923,6,BrkSide,204240.0,5.92,4.8
1569,1,2,2007,7,Blmngtn,166450.0,8.15,7.1
2290,4,2,1885,4,OldTown,127840.0,3.22,3.3
2450,3,2,1998,8,NoRidge,343990.0,3.67,6.7
1144,3,1,1963,5,NAmes,122530.0,5.49,4.8
1844,3,2,1969,6,Crawfor,213580.0,8.14,5.7
1416,3,2,1968,6,NWAmes,180680.0,4.74,8.4
1069,2,2,1977,6,NPkVill,125130.0,5.79,6.4
848,1,1,2003,6,CollgCr,141810.0,3.23,4.6
2201,4,2,1966,6,Edwards,278510.0,3.82,5.4
1344,2,1,1958,5,NAmes,133710.0,8.43,6.0
1252,3,1,1959,6,NAmes,132070.0,8.31,8.1
2127,3,2,1994,7,NoRidge,276910.0,3.03,5.4
1558,3,1,1945,5,NAmes,130310.0,8.23,3.1
804,2,1,1940,5,OldTown,114440.0,6.52,6.9
1440,3,2,1981,6,NWAmes,174590.0,7.77,6.4
1838,4,2,2005,5,Gilbert,190640.0,5.5,4.1
958,2,2,1976,6,NPkVill,141230.0,5.84,6.5
968,4,2,1927,4,OldTown,62430.0,5.69,1.4
1792,3,2,2000,6,Gilbert,181490.0,6.67,6.0
1126,3,2,1977,5,Mitchel,163690.0,3.77,5.3
1537,3,1,1962,6,NAmes,179520.0,3.16,6.9
864,3,1,1971,4,NAmes,121430.0,4.69,3.0
1932,2,2,2008,8,NridgHt,388977.0,6.88,8.1
1236,2,1,1957,6,OldTown,152370.0,4.11,5.1
1725,3,2,1979,7,NWAmes,191900.0,6.7,7.3
2555,3,2,1922,6,Crawfor,181010.0,8.33,5.1
848,1,1,2004,6,CollgCr,153740.0,3.52,5.6
2007,3,2,2008,10,Somerst,304900.0,6.7,9.0
952,2,1,1916,6,BrkSide,119680.0,5.44,6.7
1422,3,2,2004,7,CollgCr,171290.0,7.77,7.9
913,3,1,1966,6,Sawyer,132090.0,3.97,5.8
1188,3,1,1962,5,Mitchel,152470.0,6.81,5.0
2090,3,2,1995,8,CollgCr,232170.0,7.61,6.6
1346,2,1,1910,4,Edwards,102400.0,8.2,3.7
630,1,1,1970,5,MeadowV,86720.0,6.76,4.9
1792,4,2,1974,5,NAmes,133810.0,5.73,7.6
1578,3,2,2008,8,Somerst,282890.0,6.4,6.9
1072,2,1,2005,5,Edwards,136660.0,7.78,6.5
1140,3,1,2006,5,Mitchel,81080.0,6.14,6.0
1221,2,2,2004,7,Somerst,190490.0,3.17,7.3
1647,3,2,1999,6,Gilbert,165640.0,8.12,7.8
2073,3,2,1978,6,NWAmes,204630.0,6.79,6.4
2340,4,2,1941,7,Crawfor,261340.0,6.72,7.4
1078,2,1,1950,5,NAmes,144555.0,4.19,4.9
1256,3,1,1965,5,Edwards,142640.0,6.62,6.2
